Gene
A1A5C7
A6NCS6
E9PAV3; Q13765
O00148; Q13838
O00151
O00159
O00203
O00264
O00308
O00462
O00468
O14495
O14524
O14578
O14617
O14638
O14646
O14745
O14817
O14818
O14965
O15027
O15031
O15118
O15131; O60684
O15143
O15144
O15230
O15269
O15355
O15417
O15438
O15439
O15440
O43175
O43242
O43252
O43490
O43493
O43657
O43681
O43684
O43747
O43776
O43795
O43824
O43837
O43852
O60218
O60488
O60503
O60512
O60547
O60637
O60701
O60716
O60779
O60814; P06899; P23527; P33778; P57053; P58876; P62807; Q16778; Q5QNW6; Q8N257; Q93079; Q99877; Q99879; Q99880
O60814; P57053; P58876; P62807; Q5QNW6; Q93079; Q99877; Q99879; Q99880
O60884
O75083
O75367
O75387
O75439
O75462
O75503
O75509
O75521
O75694
O75751
O75844
O75874
O75882
O75976
O76024
O76031
O94776
O94855
O94880
O94886
O94925
O95163
O95297
O95342
O95394
O95477
O95490
O95571
O95573
O95716; P61006
O95716; P61224
O95747
O95816
O95819
O95857
P00338
P00352
P00367
P00387
P00390
P00403
P00558
P00738
P01009
P01011
P01019
P01023
P01024
P01033
P01130
P02545
P02649
P02652
P02675
P02679
P02749
P02751
P02760
P02763
P02765
P02771
P04004
P04114
P04156
P04181
P04233
P04406
P04424
P04439
P04844
P04899
P04908; P0C0S8; P20671; Q16777; Q6FI13; Q7L7L0; Q93077; Q96KK5; Q99878; Q9BTM1
P04920
P05023
P05026
P05091
P05107
P05114
P05141; P12236
P05156
P05362
P05388; Q8NHW5
P05556
P05787
P06213
P06454
P06493
P06576
P06703
P06744
P06753
P06756
P07099
P07108
P07148
P07306
P07307
P07384
P07437
P07602
P07858
P07942
P07996
P08069
P08133
P08174
P08183
P08185
P08559
P08581
P08727
P08754
P08962
P09327
P0C0L4; P0C0L5
P0C0S5; Q71UI9
P0DMN0
P0DP25
P10321
P10412; P16402; P16403
P10515
P10644
P10646
P10909
P11021
P11047
P11117
P11166
P11168
P11169
P11172
P11177
P11216
P11279
P11310
P11413
P11498
P11586
P11717
P11766
P12004
P12259
P12955
P13473
P13489
P13688
P13797
P13804
P13861
P13987
P13995
P14174
P14209
P14314
P14543
P14550
P14735
P14778
P14923
P15121
P15144
P15151
P15260
P15529
P15586
P15848
P15907
P16219
P16422
P16435
P16444
P16615
P16671
P16930
P16949; Q93045
P17096
P17174
P17252
P17301
P17813
P17858
P18084
P18085
P18206
P18433
P18669
P18827
P19022
P19256
P19438
P19440
P19623
P19652
P19823
P20618
P20645
P20674
P20700
P20962
P21796
P21860
P21964
P22102
P22234
P22307
P22413
P22455
P22570
P22607
P23142
P23229
P23458
P23470
P23526
P23528
P23919
P24752
P25116
P25205
P25325
P25440
P25445
P25789
P25815
P26440
P26640
P27144
P27348
P27482
P27487
P27708
P28072
P28074
P28288
P28331
P28332
P28827
P28838
P29279
P29317
P29401
P29966
P30038
P30040
P30041
P30044
P30048
P30084
P30085
P30153
P30405
P30408
P30414
P30825
P30837
P31040
P31327
P31431
P31641
P31645
P31689
P31930
P31939
P31946
P32119
P32322
P32754
P33176
P33527
P33908
P33992
P34741
P34897
P34932
P35052
P35222
P35232
P35237
P35606
P35613
P35998
P36871
P36873; P62136
P37173
P37268
P37837
P38117
P38435
P38571
P39060
P39656
P39748
P40189
P40925
P40939
P41250
P41440
P41732
P42677; Q71UM5
P42685
P42702
P42892
P43007
P43121
P43307
P43487
P45880
P45954
P45973
P46100
P46459
P46939
P46976
P46977
P47756
P47897
P48029
P48047
P48066
P48067
P48449
P48509
P48735
P48960
P49006
P49189
P49257
P49406
P49419
P49720
P49748
P49753; Q86TX2
P49773
P49790
P49908
P49915
P50213
P50225
P50502
P50552
P50895
P50990
P51148
P51149
P51570
P51648
P51649
P51654
P51659
P51790
P51795
P51797
P51812
P52209
P52569
P52655
P52701
P52926
P53007
P53384
P53396
P53602
P53618
P53621
P53634
P53801
P53992
P54709
P54819
P55011
P55060
P55082
P55157
P55786
P56199
P56381; Q5VTU8
P60174
P60660
P60709; P63261
P60953
P60981
P61020
P61026
P61088; Q5JXB2
P61106
P61204; P84077
P61224
P61586
P61619
P62195
P62333
P62491; Q15907
P62745
P62820
P62873
P62873; P62879
P63000
P63218
P67775
P68032; P68133
P68104; Q5VTE0
P68431; P84243; Q16695; Q5TEC6; Q71DI3
P68431; P84243; Q16695; Q71DI3
P69849; Q15155; Q5JPE7
P78310
P78347
P78357
P78371
P78423
P78504
P78509
P78536
P78552
P80370
P80404
P84085
P98160
Q00325
Q01105
Q01469
Q01518
Q01581
Q01650
Q02241
Q02318
Q02809
Q03167
Q03252
Q03426
Q04828
Q06210
Q06481
Q07002
Q08357
Q08380
Q08426
Q09328
Q0VDF9
Q12767
Q12797
Q12830
Q12866
Q12907
Q12913
Q13011
Q13057
Q13085
Q13123
Q13162
Q13200
Q13214
Q13268
Q13308
Q13409
Q13423
Q13443
Q13501
Q13530
Q13576
Q13724
Q13772
Q13813
Q14008
Q14108
Q14114
Q14118
Q14126
Q14247
Q14376
Q14517
Q14534
Q14554
Q14596
Q14847
Q14980
Q15043
Q15059
Q15067
Q15084
Q15185
Q15262
Q15286
Q15363
Q15392
Q15393
Q15436
Q15437
Q15582
Q15645
Q15738
Q15758
Q15904
Q16531
Q16563
Q16643
Q16698
Q16822
Q16836
Q16850
Q17R89; Q68EM7
Q29983
Q2LD37
Q2TAY7
Q2TB90
Q3T906
Q4KMQ2
Q53GQ0
Q5SSJ5
Q5T3F8
Q5T3U5
Q5T4S7
Q5T9A4
Q5TF39
Q5VUB5
Q5VW38
Q5ZPR3
Q658P3
Q68D85
Q68DH5
Q6EMK4
Q6NSJ0
Q6P2E9
Q6P4E1
Q6P996
Q6PD62
Q6UW56
Q6UX53
Q6UXD5
Q6YN16
Q6ZQN7
Q6ZRP7
Q7L0J3
Q7Z3C6
Q7Z4V0
Q7Z4V5
Q7Z4W1
Q86SQ4
Q86VP1
Q86VP6
Q86VR7
Q86WC4
Q86XX4
Q86YT5
Q8IUW5
Q8IV08
Q8IWB7
Q8IXB1
Q8IZA0
Q8N0V5
Q8N2M8
Q8N370
Q8N6C5
Q8N7H5
Q8N8Z6
Q8N9Q2
Q8NBN3
Q8NBQ5
Q8NBS3
Q8NBS9
Q8NC42
Q8NC54
Q8NCI6
Q8NE01
Q8NFC6
Q8NFZ8
Q8TB96
Q8TC12
Q8TCJ2
Q8TCT7
Q8TCT8
Q8TCT9
Q8TD30
Q8TEB7
Q8TED4
Q8TEM1
Q8WTV0
Q8WUA8
Q8WUM0
Q8WUM9
Q8WUX1
Q8WVC0
Q8WWC4
Q8WWT9
Q8WXS4
Q92536
Q92542
Q92545
Q92575
Q92581
Q92598
Q92621
Q92673
Q92688
Q92820
Q92887
Q92896
Q92956
Q969G9
Q969L2
Q969Q0
Q96A25
Q96AY3
Q96C23
Q96CM8
Q96DV4
Q96FW1
Q96HS1
Q96I99
Q96IZ7
Q96J42
Q96L92
Q96Q45
Q96QD8
Q96QK1
Q96SL1
Q96ST2
Q96T76
Q99426
Q99442
Q99447
Q99523
Q99571
Q99623
Q99624
Q99650
Q99798
Q99808
Q99829
Q99832
Q99961
Q9BQC6
Q9BRA2
Q9BRX8
Q9BS26
Q9BSH4
Q9BSJ8
Q9BT17
Q9BTT0
Q9BU23
Q9BUF7
Q9BV38
Q9BW71
Q9BWD1
Q9BXP2
Q9BXR0
Q9BXS4
Q9BXS9
Q9BY49
Q9BY67
Q9BYE9
Q9BZD2
Q9C004
Q9GZM5
Q9GZU1
Q9GZU2
Q9GZZ1
Q9H0H5
Q9H0X4
Q9H2B4
Q9H2H9
Q9H6R3
Q9H6Y7
Q9H773
Q9H7F0
Q9H845
Q9H8J5
Q9HAV7
Q9HC35
Q9HCC0
Q9HCN3
Q9HCU5
Q9HD20
Q9HD33
Q9HD45
Q9HDC9
Q9NP58
Q9NPF0
Q9NPH3
Q9NQ84
Q9NQW6
Q9NQZ7
Q9NR19
Q9NRA2
Q9NRM0
Q9NRX5
Q9NS93
Q9NTK5
Q9NTX5
Q9NUM4
Q9NUN5
Q9NUU7; Q9UMR2
Q9NV96
Q9NVI7
Q9NW97
Q9NWB6
Q9NWD8
Q9NY35
Q9NY64
Q9NYU2
Q9NYV4
Q9P035
Q9P0T7
Q9P2B2
Q9P2C4
Q9P2R7
Q9UBB4
Q9UBM7
Q9UDR5
Q9UDY2
Q9UG63
Q9UGH3
Q9UHC9
Q9UHD1
Q9UHN6
Q9UHW9
Q9UI30
Q9UIQ6
Q9UIW2
Q9UJ14
Q9UK23
Q9ULC5
Q9ULF5
Q9ULQ1
Q9ULU4
Q9ULV4
Q9ULX3
Q9UM00
Q9UMS4
Q9UN76
Q9UP95
Q9UPY5
Q9UQ53
Q9Y265
Q9Y266
Q9Y287
Q9Y289
Q9Y295
Q9Y2I8
Q9Y399
Q9Y3B3
Q9Y3D3
Q9Y490
Q9Y4D2
Q9Y4D7
Q9Y4L1
Q9Y5M8
Q9Y5Y0
Q9Y617
Q9Y624
Q9Y625
Q9Y639
Q9Y653
Q9Y666
Q9Y678
Q9Y697
Q9Y6C2
Q9Y6E2
Q9Y6M5
Q9Y6M7
