Gene
A6NCS6
O00468
O14578
O14646
O15027
O15031
O15230
O43493
O94925
O95857
P00367
P00390
P01023
P01024
P02675
P02679
P02751
P04114
P04439
P05023
P05156
P05556
P06493
P07602
P07942
P08581
P10646
P11047
P11117
P11177
P11310
P11498
P11717
P12259
P13473
P13804
P14209
P14543
P15529
P16615
P17301
P19440
P19623
P23142
P26440
P27144
P29279
P29317
P30041
P30837
P32322
P38117
P38435
P39060
P40939
P46977
P47897
P49406
P52209
P53634
P61619
P62873; P62879
P78509
P80404
P98160
Q02241
Q02809
Q06210
Q07002
Q13214
Q13268
Q13308
Q13443
Q13501
Q13576
Q13772
Q14517
Q14554
Q15084
Q6P2E9
Q6P996
Q6PD62
Q6YN16
Q7Z4V0
Q7Z4V5
Q86XX4
Q8IV08
Q8IZA0
Q8NBQ5
Q8NBS9
Q8TD30
Q8TEM1
Q92542
Q92688
Q92896
Q969G9
Q96DV4
Q96ST2
Q9BQC6
Q9BSH4
Q9BXS4
Q9BY49
Q9BYD2
Q9C004
Q9H6R3
Q9HC35
Q9HCU5
Q9HD20
Q9NQZ7
Q9NUM4
Q9NVI7
Q9UG63
Q9UHN6
Q9ULV4
Q9Y287
Q9Y295
Q9Y3D3
Q9Y697
Q9Y6C2
