Gene
Q7L1Q6
Q9NQ94
Q9Y3X0
O00299
Q96RP9
P43897
Q99613
B5ME19
P14625
Q9H6T0
Q7L8L6
Q9NY12
O00461
Q5JVS0
Q9NZI8
O00425
P05783
Q86UP2
Q6ZN17
P43243
Q9NR56
Q5VZF2
Q9NUK0
Q2M296
Q9H8H0
P57723
Q86TG7
Q8TF01
Q9Y606
P52756
Q9H0U6
Q9BYC9
Q9P0M9
Q9H9J2
P14678
Q9NVS2
Q96EL2
P62308
A8MWD9
Q9Y3A5
Q12874
Q9Y3B4
P62318
Q01082
Q04837
P53597
O75683
P02786
Q969X6
